25;MUSEE DE L’IMPRIMERIE;Pro Arte Graphica;24 quai de la Fosse;44000;NANTES;02 40 73 26 55;02 40 73 26 85;info@museeimprimerie.com;www.museeimprimerie.com;;;Artisanat;;oui;oui;oui;oui;;;[ 47.211013 , -1.56184]
26;MUSEUM D’HISTOIRE NATURELLE;12 rue Voltaire;;44000;NANTES;02 40 41 55 00;02 40 41 55 35;museum-sciences@mairie-nantes.fr;www.museumnantes.fr;;Ouver toute l'année / Musée fermé le mardi  Ouvert de 10h à 18h , , ;Musée;;oui;oui;oui;oui;;Adulte : de 2 à 3,50;[ 47.212446 , -1.564685]
27;LA MAISON DES HOMMES ET DES TECHNIQUES;2 bis bd Léon Bureau;;44200;NANTES;02 40 08 20 22;;mhtnantes@wanadoo.fr;http://mht-nantespagesperso-orange.fr;;;Musée;;;;;;;;[ 47.2075627 , -1.5652803]
28;LA MAISON RADIEUSE LE CORBUSIER;rue Théodore Brosseaud;;44403;REZE;892464044;02 40 84 43 84;office@nantes-tourisme.com;www.nantes-tourisme.com;;Visites organisées par la mairie de Rezé : 02 40 84 43 84 ;Musée;;oui;oui;oui;oui;;;[ 47.188343 , -1.5668677]
29;MUSEE JULES VERNE;3 rue de l’Hermitage;;44000;NANTES;02 40 69 72 52;02 40 73 28 18;musee-julesverne@mairie-nantes.fr;www.nantes.fr/julesverne;;Ouvert toute l'année / Musée fermé le mardi, le dimanche matin et les jours fériés , ;Musée;;oui;oui;oui;oui;;;[ 47.2024241 , -1.5765212]
30;MUSEE COMPAGNONNIQUE;Manoir de la Hautière;14 rue Guillon Verne;44100;NANTES;02 40 69 30 55;;unioncompagnonnique@orange.fr;www.le.compagnonnage.com;;Ouvert le samedi uniquement de 14h à 18h ;Musée;;oui;oui;oui;oui;;;[ 47.2026904 , -1.5826774]
31;LE MOULIN DU PONT;Association de Sauvegarde du Moulin du Pont Godalin;Le Pont;44590;SION-LES-MINES;02 40 28 99 84;;moulin-du-pont@ouvaton.org;www.moulindupontouvaton.org;Adulte : 3,50 €  Enfant (6-16 ans) : 2 €  Groupes : 3 € par personne  Gratuit pour les enfants de moins de 6 ans ;Ouvert du 1er avril au 31 octobre sur rendez-vous, ;Artisanat;;oui;oui;oui;oui;;;[ 47.7313882 , -1.59250161]
32;LA CARRIERE DE LA PIERRE BLEUE;25 rue du Vieux Bourg;Route de Rennes;44170;NOZAY;02 40 79 34 29;;asphanozay@gmail.com;www.asphan.fr;Tarif visite guidée : adulte : 2 €, enfant  : 1 €  Visite avec livret d'interprétation : 3 €  Tarif groupe (à partir de 10 personnes) : 1,50 €  Visite libre gratuite ;De mi-juin à mi-septembre ;Artisanat;;oui;oui;oui;oui;;;[ 47.5767487 , -1.6254748]
33;OBSERVATOIRE ORNITHOLOGIQUE DU LAC DE GRAND-LIEU;Maison des Pêcheurs;16 rue Yves Brisson;44118;LA CHEVROLIERE;06 84 05 37 82;02 40 89 59 25  ;fdc44@wanadoo.fr;;;Ouvert du 1er mai au 31 octobre 2011 / Les samedis et dimanches départ à 14h30, 16h et 17h30  La semaine sur réservation pour les groupes;Musée;;;;;;;;[ 47.964945 , -1.6337742]
34;LA MAISON DU PECHEUR ;16 rue Yves Brisson;;44118;LA CHEVROLIERE;02 40 31 36 46;;maison-du-pecheur@wanadoo.fr;;;Du 1er janvier au 15 juin et du 15 septembre au 31 décembre 2011 : ouvert le mercredi et le samedi de 14h à 17h et le dimanche de 14h à 18h  , Du 15 juin au 15 septembre 2011 : ouvert tous les jours de 10h à 19h ;Musée;;;;;;;;[ 47.975031 , -1.637565]
35;SITE DE L'ABBATIALE - DEAS;Place de l'Abbatiale;Le Prieuré;44310;SAINT-PHILBERT-DE-GRAND-LIEU;02 40 78 73 88;02 40 78 83 42;tourisme@stphilbert.fr;www.stphilbert.fr/indexphp/fre/Decouvrir-et-parcourir/Le-site-de-l-abbatiale-Deas;;Ouvert toute l'année  Fermeture le 1er novembre et congés scolaires de Noël  , Du 1er janvier au 31 mars 2011 et du 1er septembre au 31 décembre 2011 / Ouvert  du Mardi au vendredi de 10h à 12h et de 14h à 17h30  Samedis, dimanches et jours fériés de 14h ;Musée;;oui;oui;oui;oui;;Adulte : de 2,50 à 3;[ 47.36878 , -1.642905]
36;LA MAISON DE LA RESERVE DU LAC DE GRANDLIEU;20, rue de l’Acheneau;;44830;BOUAYE;02 40 65 57 73;;;;;Ouverture les mercredis et samedis de 14h à 18h ;Musée;;oui;oui;oui;oui;;;[ 47.1354098 , -1.6713101]
37;ECOMUSEE RURAL DU PAYS NANTAIS;11 rue du Lavoir;81  rue Anne de Bretagne;44360;VIGNEUX-DE-BRETAGNE;02 40 57 14 51;06 03 69 20 95;robertpaul-chantal@wanadoo.fr;www.e.comusee-rural.com;;Ouvert du 1er mai au 30 septembre 2011 , La Paquelais est ouvert : les mardi, mercredi, jeudi et dimanche  L'Ecomusée le mardi et vendredi de 14h00 à 18h00   Toute l'année sur rendez-vous pour les groupes de 20 personnes , ;Musée;;oui;oui;oui;oui;;;[ 47.3336602 , -1.6964894]
38;MUSEE BENOIST - MAISON DE LA FORET DU GAVRE;Association Musée Benoist;2 route de Conquéreuil;44130;LE GAVRE;02 40 51 25 14;;maisondelaforet44@msn.com;http://maisondelaforet44free.fr;;Ouvert du 31 mars au 30 novembre 2011 / Ouvert de mars à novembre  Le week-end de 14h30 à 18h30 (hors vacances scolaires)  Tous les jours de 14h30 à 18h30 pendant les vacances scolaires de la zone A  , ;Musée;;oui;oui;oui;oui;;;[ 47.5198841 , -1.7460058]
39;CHATEAU DE BLAIN - MONUMENT HISTORIQUE;Château et Essor Blinois;6 allée Olivier de Clisson;44130;BLAIN;02 40 79 07 81;;contact@chateau-blain.com;www.chateau-blain.fr;;;Musée;Château;oui;oui;oui;oui;;;[ 47.4754743 , -1.7646641]
40;MUSEE DE LA FEVE, CRECHES ET TRADITIONS POPULAIRES;2 place Jean Guihard;;44130;BLAIN;02 40 79 98 51;;museedeblain@wanadoo.fr;www.musee-de-blain.fr;;Ouvert toute l'année ;Musée;;oui;oui;oui;oui;;;[ 47.4755443 , -1.7646729]
41;MUSEE MINES ET MINERAUX - LA FERME DE L'ORME;L'Orme;;44130;BLAIN;02 40 79 19 83;;;;;;Musée;Fédération nationale des écomusées;oui;oui;oui;oui;;;[ 47.4605454 , -1.8614859]
42;ESPACE MAQUETTES DE TRAIN;10 boulevard des Acacias;;44260;SAVENAY;02 40 58 47 33;;;http://emt.savenay.pagesperso-orange.fr/;;;Musée;;;;;;;;[ 47.3573943 , -1.9507873]
43;MUSEE DU PAYS DE RETZ;6 rue des Moines - BP 14;;44580;BOURGNEUF-EN-RETZ;02 40 21 40 83;;amispays@free.fr;www.museepaysderetz.com;;Ouvert du 26 mars au 31 octobre 2011   , Horaires pour avril, mai, juin, septembre et octobre : de 14h30 à 18h30 fermeture le lundi  , Horaires pour juillet et août : tous les jours de 10h30 à 13h et de 15h à 19h  ;Musée;;oui;oui;oui;oui;;;[ 47.4266 , -1.9529014]
44;MARAIS SALANT « TENUE DE MAREIL »;Association Patrimoine Marche de Bretagne Marais Breton;Domaine de Lyarne;44760;LES MOUTIERS-EN-RETZ;02 40 64 67 46;;francoisadam@free.fr;;Visite de la saline et observation des oiseaux, histoire du sel aux Moutiers et en Baie de Bourgneuf : réservations et tarifs auprès de l'Office de Tourisme Municipal : 02 40 82 74 00  Pour les visites gratuites (19 juin et 19 septembre) et pour l'accueil;D'avril à octobre ;Artisanat;;oui;oui;oui;oui;;;[ 47.466595 , -1.9927499]
45;MUSEE DE LA MARINE EN BOIS DU BRIVET;Espace Châteaubriant ;6 rue de Châteaubriant;44550;MONTOIR-DE-BRETAGNE;02 40 45 58 22;;contact@marineenboisdubrivet.fr;www.marineenboisdubrivet.fr;;Ouvert du 1er juillet au 31 août 2011 , Le reste de l'année, uniquement pour les groupes  ;Musée;;oui;oui;oui;oui;;;[ 47.3280206 , -2.1557444]
46;LA MAISON DE L’ECLUSIER;Rozé;;44550;SAINT-MALO-DE-GUERSAC;02 40 66 85 01;;tourisme@parc-naturel-briere.fr;www.parc-naturel-briere.fr;;;Musée;;;;oui;oui;;;[ 47.3523816 , -2.1774138]
47;LE MULON DE PEN BRON;Monsieur Philippe CONSTANT;Route de Pen Bron;44350;GUERANDE;02 40 15 64 28;06 72 01 83 78;constant840@orange.fr;;Adulte : 5 €  Enfant de 5 à 12 ans : 3 €  Enfant de moins de 5 ans : gratuit ;Juillet et août : tous les jours à 11 h sans réservation ;Artisanat;;oui;oui;oui;oui;;;[ 47.28318886 , -2.21737552]
48;SEMAPHORE DE LA POINTE ST GILDAS;Pointe Saint-Gildas;;44770;PREFAILLES;02 40 21 01 21;;semaphoreccpornic@wanadoo.fr;www.ccpornic.fr;;Ouvert du 12 février au 14 mars 2011, du 9 avril au 31 août 2011 , Nocturnes thématiques organisées courant juillet et août de 20h30 à 22h30 , , ;Musée;;oui;oui;oui;oui;;;[ 47.1358649 , -2.2451526]
49;CHANTIERS NAVALS DE SAINT-NAZAIRE;Boulevard de la Légion d'Honneur;Base sous-marine / Ville Port;44600;SAINT-NAZAIRE;810888444;02 28 54 08 10;contact@saint-nazaire-tourisme.com;www.saint-nazaire-tourisme.com;adulte 12€ / enfant (de 4 à 18 ans) 8€ /- 4 ans gratuit / tarifs réduits nous consulter  ;Du 6 février au 31 décembre 2010 inclus ;Artisanat;;oui;oui;oui;oui;;;[ 47.2896954 , -2.2614914]
50;LA CHAUMIERE DES MARIONNETTES;28 rue de la Herviais;Mayun;44410;LA CHAPELLE-DES-MARAIS;02 40 53 22 40;;chaumarionnette@orange.fr;;;Ouvert du 12 février au 1er novembre 2011  , Ouvert tous les après midis pendants les vacances scolaires  Le reste de l'année, possibilité de visites uniquement pour les groupes  ;Musée;;oui;oui;oui;oui;;;[ 47.4410433 , -2.264768]
51;LA CHAUMIERE DU PATRIMOINE;1, rue du Coilly;Mayun;44410;LA CHAPELLE-DES-MARAIS;02 40 66 85 01  ;;tourisme@parc-naturel-briere.fr;www.parc-naturel-briere.fr;;;Musée;;oui;oui;oui;oui;;;[ 47.4465236 , -2.2667857]
52;LE MOULIN DE LA BICANE;La Bicane;;44750;CAMPBON;02 40 56 56 34;;stephaneglotin0073@orange.fr;;Adulte : 3 €  Groupe adultes : 2 € par personne  Groupe scolaires : 1 € par personne ;;Artisanat;;oui;oui;oui;oui;;;[ 47.50808683 , -2.27904127]
53;LA MAISON DE LA MARIEE;Parc Naturel Régional de Brière;182 rue du Pouet;44720;SAINT-JOACHIM;02 40 91 65 91;;maisondelamariee@parc-naturel-briere.fr;http://www.parc-naturel-briere.fr;;Ouvert du 1er avril au 30 septembre ;Musée;;oui;oui;oui;oui;;;[ 47.3365067 , -2.3269449]
54;VILLAGE DE KERHINET;Parc Naturel Régional de Brière;Village de Kerhinet;44410;SAINT-LYPHARD;02 40 66 85 01;;tourisme@parc-naturel-briere.fr;www.parc-naturel-briere.fr;;Ouvert toute l'année ;Musée;;oui;oui;oui;oui;;;[ 47.3365067 , -2.3269449]
55;BRASSERIE DE LA BRIERE;Le Nezyl;;44410;SAINT-LYPHARD;02 40 91 33 62;02 40 91 33 62;brasseriebriere@orange.fr;http://brasseriedelabriere.fr;3,50 €;Toute l'année sur réservation ;Artisanat;;oui;oui;oui;oui;;;[ 47.37101307 , -2.32773507]
56;LE MOULIN DE LA FEE;La Masse;;44410;SAINT-LYPHARD;06 11 84 06 88;06 74 54 08 47;thierrybouilland@gmail.com;;Visite découverte : 2,50 €  Enfants de 6 à 12 ans : 1,00 €;Se renseigner par téléphone ;Artisanat;;oui;oui;oui;oui;;;[ 47.36408956 , -2.36046031]
57;MUSEE AERONAUTIQUE DE LA PRESQU'ILE COTE D'AMOUR;Aérodrome de La Baule-Escoublac;Rue Breton;44500;LA BAULE;02 51 75 10 43;;;www.mapica.org;;Ouvert toute l'année  Durant l'été, le musée est ouvert le mardi  ;Musée;;oui;oui;oui;oui;;;[ 47.2988956 , -2.4143596]
58;MUSEE DE LA POUPEE ET DU JOUET ANCIEN;23 rue de Saillé;;44350;GUERANDE;02 40 15 69 13;;noel747@hotmail.fr;;;;Musée;;oui;oui;oui;oui;;;[ 47.3267313 , -2.4292855]
59;REMPARTS DE GUERANDE;Porte St-Michel;BP 85139;44351;GUERANDE;02 28 55 05 05;;patrimoinemusee@ville-guerande.fr;www.ville-guerande.fr;;Ouvert du 2 avril au 31 octobre 2011 , Ouvert en octobre de 10h à 12h et de 14h à 18h ;Musée;;oui;oui;oui;oui;;;[ 47.3278182 , -2.4294169]
60;LE GRAND BLOCKHAUS;Route de la Côte Sauvage;;44740;BATZ-SUR-MER;02 40 23 88 29;;grand-blockhaus@wanadoo.fr;www.grand-blockhaus.com;;Ouvert du 26 février au 13 mars 2011 et du 1er avril au 11 novembre 2011 ;Musée;;oui;oui;oui;oui;;Adulte : de  à 6,50;[ 47.2807662 , -2.458151]
61;LA MAISON DU CANAL ;1 rue de Pont Miny;;44460;FEGREAC;02 40 91 24 96;;mairiefegreactourisme@orange.fr;;Gratuit;Ouvert du 1er mai au 30 septembre 2011 , En mai, juin et septembre : ouvert les dimanches de 14h30 à 18h30  En juillet et août de 10h à 12h et de 14h30 à 19h  ;Musée;;oui;oui;oui;oui;;;[ 47.5718108 , -2.46234]
62;LA MAISON DU LAVOIR;Rue de Pornic;;44320;SAINT-PERE-EN-RETZ;02 40 21 71 45;02 40 21 74 46;;http://persoorange.fr/stpereenretz-club;;;Musée;;oui;oui;oui;oui;;Adulte : de 1,50 à ;[ 47.2064402 , -2.470702]
63;MUSEE DES MARAIS SALANTS;29 bis rue Pasteur;;44740;BATZ-SUR-MER;02 40 23 82 79;;museedesmaraissalants@wanadoo.fr;www..cap-atlantique.fr/rubrique/mus%C3%A9e-des-marais-salants;;;Musée;;oui;oui;oui;oui;;;[ 47.2786853 , -2.4779877]
64;LE CONSERVATOIRE DES VIEUX METIERS;Chemin de Sainte Opportune;;44320;SAINT-PERE-EN-RETZ;02 40 21 71 45;02 40 21 74 46;;http://persoorange.fr/stpereenretz-club;;;Musée;;oui;oui;oui;oui;;;[ 47.2065982 , -2.491509]
65;MUSEE LA MAISON DE LA PECHE;Centre de marée;Port de La Turballe;44420;LA TURBALLE;02 40 11 71 31;;augredesvents@wanadoo.fr;www.mairie-laturballe.fr/spipphp?article28;;;Musée;;;;;;;;[ 47.3465513 , -2.5084261]
66;LA MAISON DU PATRIMOINE;3 Place Henri Vignioboul;;44420;PIRIAC-SUR-MER;02 40 15 59 71;;patrimoinepiriac@yahoo.fr;www.patrimoinepiriac.fr;;Ouvert sur rendez-vous du 1er janvier au 31 mars 2011 , Ouvert du 2 avril au 31 août 2011  , Jours fériés : de 15h à 18h /  Nocturne le jeudi soir de 21h à 23h ;Musée;;oui;oui;oui;oui;;;[ 47.3802521 , -2.5454719]
67;LA FERME DU VIEUX PORCHE;La Grande Thibaudière;;44650;TOUVOIS;02 40 31 60 33;02 40 31 62 11;;;Tarif adulte : 5/7 €, Tarif enfant  : 3/5 €;Ouvert toute l'année;Artisanat;;oui;oui;oui;oui;;;[ 46.903727 , -1.68412]
68;SEL DE BOURGNEUF EN RETZ LES SALINES NEUVES - D  ROBARD PALUDIER;Le Fresne;BP 2;44580;BOURGNEUF-EN-RETZ;02 40 64 20 65;02 40 64 20 05;seldebourgneuf@yahoo.fr;www.sel-de-bourgneuf.eu/;Tarif adulte : 4 €, Tarif enfant : 2 €;;Artisanat;;oui;oui;oui;oui;;;[ 47.042904 , -1.953453]
69;SALINES DE MILLAC;1 avenue Bocandé;;44760;LES MOUTIERS-EN-RETZ;06 11 23 87 75;02 51 74 64 63;emnat@salines-de-millac.com;www.salines-de-millac.com;;;Musée;;oui;oui;oui;oui;;;[ 47.063302 , -2.000229]
70;CAVEAU DES MUSCADETS;Office de Tourisme;Place du Minage;44190;CLISSON;02 40 54 02 95;02 40 54 07 77;ot@clisson.com;;Dégustations gratuites  Vente de vins entre 5 et 11 € ;7 jours/7 de 10h à 12h30 et de 14h30 à 18h  Le dimanche : de 14h30 à 17h30 du 1er novembre au 15 mars ;Artisanat;;oui;oui;;;;;[ 47.087148 , -1.281795]
71;LA BISCUITERIE LE PETIT MOUZILLON;ZA des quatre chemins;;44330;MOUZILLON;02 40 33 77 77;02 40 33 77 78;;;;;Artisanat;;oui;oui;oui;oui;;;[ 47.140728 , -1.282125]
72;LA FERME DES ABEILLES;57 La Granville;;44250;SAINT-BREVIN;02 40 27 33 67;;;;;;Artisanat;;;;;;;;[ 47.246659 , -2.165807]
73;MUSEE DE LA MARINE;Place Bougainville;;44250;SAINT-BREVIN;02 40 27 00 64  ;;musee-marine-mindin@orange.fr;www.musee-marine-mindin-st-brevin.fr;;Ouvert du 15 avril au 18 septembre 2011 ;Musée;;oui;oui;oui;oui;;;[ 47.268032899 , -2.1679286]
74;LE MOULIN DE LA FALAISE;Route du Croisic;;44740;BATZ-SUR-MER;02 40 23 72 46;;;;Tarif adulte : 2,50 €, Tarif enfant (10 à 12 ans) : 1,80 €;Ouvert du 05/04 au 15/09;Artisanat;;oui;oui;oui;oui;;;[ 47.279337 , -2.0886691]
75;LE NATURSEL DE GUERANDE;Rue de Bretagne;;44740;BATZ-SUR-MER;02 40 23 99 58;;;www.lenatursel.com;;;Musée;;;;;;;;[ 47.281986 , -2.478268]
76;MUSEE DU TEMPS DE BAIGNEURS;8 rue de la gorge sèche;;44360;CORDEMAIS;02 40 57 85 89;02 40 57 85 89;;;;;Artisanat;;;;;;;;[ 47.2906162 , -1.8786739]
77;BRASSERIE DU BOUFFAY;54 rue des Monceaux;;44470;CARQUEFOU;02 40 52 76 16;;;;;;Artisanat;;;;oui;oui;;;[ 47.3103867 , -1.5075762]
78;ILE MOUCHET;Office de Tourisme d'Ancenis;27 rue du Château;44150;ANCENIS;02 40 83 07 44;;;www.pays-ancenis-tourisme.com;Accès gratuit;Toute l'année , ;Artisanat;;;;;;;;[ 47.3639232 , -1.1780538]
79;GAEC LES CHAMPS MARINS;Pend Hué;;44350;SAINT-MOLF;02 40 62 53 39;02 40 62 59 12;;;Tarif : 3,20 €, Tarif avec dégustation : 4,70 €;;Artisanat;;oui;oui;oui;oui;;;[ 47.390932 , -2.424955]
80;ATELIERS LE MAUFF;La Harrois;;44160;BESNE;02 40 01 34 23;02 40 01 38 29;lemauffsa@wanadoo.fr;www.lemauffsa.com;Gratuit;;Artisanat;;;;oui;oui;;;[ 47.406243 , -2.0886691]
81;LA FERME MARINE DE PEN BE;Route de l'Estran;;44410;ASSERAC;02 51 10 22 11;;;;;Ouvert toute l'année;Artisanat;;;;oui;oui;;;[ 47.4257714 , -2.4542032]
82;LES SALINES DE BEAUREGARD;Ques Couic;;44410;ASSERAC;02 51 10 27 87;;laurentretailleau@club-internet.fr;;Tarif (+ 7 ans) : 3,50 €;;Artisanat;;oui;oui;oui;oui;;;[ 47.42930699 , -2.390605]
83;LA MAISON DU PATRIMOINE;Mairie;1 avenue de la Monneraye;44410;HERBIGNAC;02 40 88 90 01;;patrimoine@herbignac.com;;;Juillet et août;Musée;;;;;;;;[ 47.4493894 , -2.3161148]
84;PASSION FAIENCE;1 rue de Nantes;;44590;DERVAL;02 40 07 72 97;;anniehabay@wanadoo.fr;www.manoirdebellevue-derval.fr;;Du 1er avril au 30 septembre;Artisanat;;oui;oui;oui;oui;;;[ 47.6663989 , -1.6697898]
85;LA CARRIERE DES FUSILLES;La Sablière;Route de Laval;44110;CHATEAUBRIANT;02 40 28 20 90;;accueil@tourisme-chateaubrian.tfr;www.tourisme-chateaubriant.fr;;;Musée;;oui;oui;oui;oui;;;[ 47.723028 , -1.382061]
86;L'ENCLOS DU VIEUX BOURG;25 rue du Vieux Bourg;;44170;NOZAY;02 40 79 34 29;;asphanozay@gmail.com;www.asphan.fr;;;Musée prive;;;;;;;;[ 47.56679 , -1.615689]
87;CHATEAU D’ANCENIS;;;44150;ANCENIS;02 40 83 19 21;;officetourismeancenis@wanadoo.fr;;;Du 1/1/2011 au 12/31/2011 / Fermé pour restauration  Visite libre des extérieurs (panneaux d'information)  Visite commentée des extérieurs sur réservation à l'Office de Tourisme d'Ancenis  ;Château;;;;oui;oui;;;[ 47.3661499 , -1.1759927]
88;CHATEAU DE LA MOTTE GLAIN;;;44670;LA CHAPELLE-GLAIN;02 40 55 52 01;02 40 55 52 01;;;;;Château;;oui;oui;oui;;;;[ 47.6219513 , -1.1958014]
