82;CHEMINS D'ALEXANDRE (LES);1 rue Léon Blum;;44000;NANTES;;;;;;;;;;;oui;;;;;;;;;;;;;Nantes et environs;;;[ 47.218691 , -1.555291]
83;Les Chemins d'Alexandre;1 rue Léon Blum;;44000;NANTES;;02 40 48 62 27;;;lescheminsdalexandre.fr;;;;;;;;;;;;;;;;;;;Nantes et environs;;;[ 47.218691 , -1.555291]
84;La Pasta;14 rue Saint-Léonard;;44000;NANTES;;02 40 47 33 22 ;;;;;;;;;;;;;;;;;;;;;;Nantes et environs;;;[ 47.217258 , -1.555495]
85;PRESSOIR (LE);11, Allée Turenne;;44000;NANTES;;02 40 35 31 10;;;;;;;;;;;;;1 toque;;;;;;;;;Nantes et environs;Menu adulte : de 25 à 43;;[ 47.2122483 , -1.5558267]
86;Le P’tit Bouillon;18 rue Armand Brossard;;44000;NANTES;;02 40 20 35 77;;;;www.leptitbouillon.com;;;;;;;;;;;;;;;;;;Nantes et environs;;;[ 47.217721 , -1.556221]
87;LES BOUTEILLES - LA CANTINE;;;44000;NANTES;;02 40 12 10 38;;;;;;;;;;;;;1 toque;;;;;;;;;Nantes et environs;;;[ 47.2178849 , -1.5562477]
88;EMBELLIE (L');14, Rue Armand Brossard;;44000;NANTES;;02 40 48 20 02;;;;;;;;;;;;;1 toque;;;;;;;;;Nantes et environs;Menu adulte : de 15 à 43;;[ 47.2174799 , -1.5562844]
89;Terroirs Bio;9 rue Alain Barbe Torte;;44200;NANTES;;02 51 86 25 60 ;;;;;;;;;;;;;;;;;;;;;;Nantes et environs;;;[ 47.205995 , -1.556538]
90;DUQUESNE;12 Allée Duquesne;cours des 50 otages;44000;NANTES;;02 40 47 57 24;;;hotel.duquesne@wanadoo.fr;www.hotel-duquesne-nantes.com;;;;;;;;;;;;;;;;;;Nantes et environs;;;[ 47.218666 , -1.556729]
91;Pommier-Laprugne;3 allée de l’Ile Gloriette;;44000;NANTES;;02 40 47 78 08 ;;;;;;;;;;;;;;;;;;;;;;Nantes et environs;;;[ 47.211223 , -1.556931]
92;Les Oliviers;9 allée Duquesne;;44000;NANTES;;02 40 20 21 99;;;;www.restaurantlesoliviers.com;;;;;;;;;;;;;;;;;;Nantes et environs;;;[ 47.218174 , -1.556959]
93;A la Belle Cocotte;6, rue Cacault;;44000;NANTES;;;;;;http://alabellecocotte.free.fr;;;;;;;;;;;;;;;;;;Nantes et environs;;;[ 47.216422 , -1.557869]
94;Beckett’s Canteen;3 rue Guépin;;44000;NANTES;;02 40 48 76 46 ;;;;;;;;;;;;;;;;;;;;;;Nantes et environs;;;[ 47.216146 , -1.558976]
95;Crêperie de Brocéliande;3 rue de Guérande;;44000;NANTES;;02 40 89 04 03;;;;;;;;;;;;;;;;;;;;;;Nantes et environs;;;[ 47.214068 , -1.558979]
96;CREPERIE LA TETE NOIRE;12, rue des vieilles douves;;44000;NANTES;;02 40 48 69 41;;;;www.creperie-latetenoire.fr;;;;;;;;;;;;;;;;;;Nantes et environs;Menu adulte : de 9,5 à 14;;[ 47.2151238 , -1.5589895]
97;Heb-Ken;5-7 rue de Guérande;;44000;NANTES;;02 40 48 79 03;;;;www.heb-ken.fr;;;;;;;;;;;;;;;;;;Nantes et environs;;;[ 47.214106 , -1.559129]
98;Song Saveurs & Sens ;5 rue de Santeuil;;44000;NANTES;;02 40 20 88 07;;;;www.restaurant-song.fr;;;;;;;;;;;;;;;;;;Nantes et environs;;;[ 47.21343 , -1.560381]
99;Le Bambou d'Or;8 rue Jean-Jacques-Rousseau;;44000;NANTES;;02 40 73 60 01;;;;;;;;;;;;;;;;;;;;;;Nantes et environs;;;[ 47.212576 , -1.560538]
100;1 (LE);18 quai François Mitterrand;;44200;NANTES;;02 40 08 28 00;;;;www.leun.fr;;;;;;;;;1 toque;;;;;;;;;Nantes et environs;Menu adulte : de 15,5 à 28;;[ 47.21884108 , -1.56078061]
101;La Cigale;4 Place Graslin;;44000;NANTES;;02 51 84 94 94;;;;www.lacigale.com;;;;;;;;;;;;;;;;;;Nantes et environs;;;[ 47.212689 , -1.561124]
102;BISTROT DE L'ECRIVAIN (LE);15, Rue Jean-Jacques Rousseau;;44000;NANTES;;02 51 84 15 15;;;;http://www.manoir-regate.com/bistro_ecrivain.htm;;;;;;;;;1 toque;;;;;;;;;Nantes et environs;Menu adulte : de 12,9 à 19,5;;[ 47.2128222 , -1.5613966]
103;LE BOUCHE A OREILLE;14 rue Jean-Jacques Rousseau;;44000;NANTES;;02 40 73 00 25;;;l.bao@hotmail.fr;http://le.bouche.oreille.free.fr/;;;;;oui;;;;;;;;;;;;;Nantes et environs;;;[ 47.2129171 , -1.5614379]
104;BRASSERIE LA CIGALE;4, Place Graslin;;44000;NANTES;;02 51 84 94 94;;;lacigale@lacigale.com;www.lacigale.com;;;;;;;;;1 toque;;;;;;;;;Nantes et environs;Menu adulte : de 14,9 à 27,9;;[ 47.2129501 , -1.5622253]
105;PALATIUM (LE);1 place Aristide Briant;;44200;NANTES;;02 40 35 45 92;;;;;;;;;oui;;;;;;;;;;;;;Nantes et environs;;;[ 47.217169 , -1.56228476]
106;TEMPS CHANGENT (LES);1, Place Aristide Briand;;44000;NANTES;;02 51 72 18 01;;;;http://www.restaurant-lestempschangent.fr;;;;;;;;;1 toque;;;;;;;;;Nantes et environs;Menu adulte : de 15,9 à 72;;[ 47.21745 , -1.5624206]
107;Laurence;1-3 rue Lekain;;44000;NANTES;;02 51 82 67 34;;;;www.restaurant-laurence.com;;;;;;;;;;;;;;;;;;Nantes et environs;;;[ 47.214114 , -1.562771]
108;Le Charette;28 place Viarme;;44000;NANTES;;02 40 35 25 57 ;;;;;;;;;;;;;;;;;;;;;;Nantes et environs;;;[ 47.220844 , -1.563047]
109;Joyi;2 rue Menou;;44000;NANTES;;02 51 82 33 65;;;;www.joyi.fr;;;;;;;;;;;;;;;;;;Nantes et environs;;;[ 47.220386 , -1.56307]
110;L’Alexandre;2 rue Menou;;44000;NANTES;;02 40 89 73 67 ;;;;;;;;;;;;;;;;;;;;;;Nantes et environs;;;[ 47.220386 , -1.56307]
111;Crêperie du Théâtre;6 rue Racine;;44000;NANTES;;02 40 73 82 98;;;;www.creperie-du-theatre.com;;;;;;;;;;;;;;;;;;Nantes et environs;;;[ 47.213666 , -1.563561]
112;Le Grapillon;4 rue Kléber;;44000;NANTES;;02 51 84 27 95 ;;;;;;;;;;;;;;;;;;;;;;Nantes et environs;;;[ 47.213608 , -1.565404]
113;CAPUCINES (LES);11 bis Rue de la Bastille;;44000;NANTES;;02 40 20 41 58;;;restaurant-capucines.com;;;;;;;;;;1 toque;;;;;;;;;Nantes et environs;;;[ 47.2184521 , -1.5655236]
114;Le Montesquieu;1 rue Montesquieu;;44000;NANTES;;02 40 73 06 69;;;;www.lemontesquieu.fr;;;;;;;;;;;;;;;;;;Nantes et environs;;;[ 47.213058 , -1.565937]
115;Les Agapes;17 rue Voltaire;;44000;NANTES;;02 40 89 57 25 ;;;;;;;;;;;;;;;;;;;;;;Nantes et environs;;;[ 47.211862 , -1.565989]
116;La Gavotte;25 rue Voltaire;;44000;NANTES;;;;;;http://www.creperie-lagavotte.com/;;;;;;;;;;;;;;;;;;Nantes et environs;;;[ 47.211574 , -1.566793]
117;RESTAURANT TEO;21, Quai des Antilles;;44000;NANTES;;02 40 08 90 28;;;;www.teo-time.com;;;;;;;;;;;;;;;;;;Nantes et environs;Menu adulte : de 15 à 34;;[ 47.2015476 , -1.5731357]
118;L’Aquarelle;33 rue du Général Leclerc;;44400;REZE;;02 40 75 18 33;;;;www.restaurantlaquarelle.com;;;;;;;;;;;;;;;;;;Nantes et environs;;;[ 47.195532 , -1.574325]
119;La Cantine du Général;36 bd de Launay;;44000;NANTES;;02 40 73 19 18;;;;;;;;;;;;;;;;;;;;;;Nantes et environs;;;[ 47.211298 , -1.575768]
120;L'ENDROIT;Golf Nantes Erdre;Avenue du Bout des Landes;44470;NANTES;;02 40 40 62 62;;;;www.endroit-golf.fr/;;;;;oui;;;;;;;;;;;;;Nantes et environs;;;[ 47.263912 , -1.5802196]
121;La Civelle;21 Quai Marcel Boissard;;44400;REZE;;02 40 75 46 60;;;;www.lacivelle.com;;;;;;;;;;;;;;;;;;Nantes et environs;;;[ 47.1948618 , -1.5830103]
122;RESTAURANT LA MAISON;10 rue du Pays de Retz;;44860;PONT-SAINT-MARTIN;;02 40 32 75 44;;;christiangauthier.auberge@wanadoo.fr;;;;;;oui;;oui;;;;;;;;;;;Pays de Grandlieu, Machecoul et Logne;;;[ 47.12321 , -1.584534]
